"Timestamp","¿Vas a asistir a la reunión preSAN para estudiantes de grado/doctorado/posdoctorado?","Edad","Seleccioná la opción que mejor te represente.","Seleccioná todas las opciones que correspondan","Ciudad, Provincia","Posición","¿Publicaste alguna búsqueda de estudiante para realizar tesina de licenciatura, candidate a beca doctoral o posdoctoral durante 2020/2021/2022?","En relación a dichas búsquedas durante 2020/2021/2022, ¿cuántas entrevistas concretaste?","En relación a dichas búsquedas y entrevistas, ¿cuántas personas finalmente tomaste para dirigir?","Durante 2020, 2021, 2022, ¿te escribieron estudiantes interesades en tu trabajo/laboratorio que no acudieron específicamente por un llamado publicado?","Contanos tus impresiones sobre el proceso de búsqueda de estudiantes durante el tiempo que llevás dirigiendo... ¿Cambió el número de personas que te contactan? ¿Te cuesta más o menos difundir tus búsquedas? ¿Sentís más o menos competencia con otras posibilidades laborales? ¿Es un asunto que te preocupa o no por ahora?","Carrera, Universidad","Actualmente, ¿estás trabajando en un laboratorio en el área de las neurociencias?","¿Hace cuánto tiempo estás trabajando en un laboratorio en el área de las neurociencias?","¿Ingresaste al laboratorio para realizar una tesis de licenciatura o trabajo final de grado?","¿Cuál es tu intención de realizar un doctorado  en el área de las neurociencias?  ","Marcá todas las opciones que correspondan.","¿Qué alternativas estás considerando?","¿Consideraste otras alternativas laborales?","Seleccioná la opción que mejor te represente","Doctorado, Universidad","¿Qué tipo de beca tenés?","¿En qué estadío de tu doctorado estás?","¿Cuál es tu intención de realizar un posdoctorado en el área de las neurociencias?  ","Marcá todas las opciones que correspondan.","¿Qué alternativas estás considerando?","¿Consideraste otras alternativas laborales?","Seleccioná la opción que mejor te represente","¿Qué tipo de beca tenés?","¿En qué estadío de tu posdoctorado estás?","¿Cuál es tu intención de ingresar a carrera científica en Argentina en el área de las neurociencias?  (independientemente de que hagas o no un segundo posdoctorado)","Marcá todas las opciones que correspondan.","¿Qué alternativas estás considerando?","¿Consideraste otras alternativas laborales?","Seleccioná la opción que mejor te represente","¿Con quién/quiénes conversas sobre tu futuro profesional?","¿Qué pensamientos/emociones te despierta tomar este tipo de decisiones?"
"2022/09/07 3:22:36 PM GMT-3","No, soy estudiante pero no me interesa la actividad.","35","Soy mujer cis","Soy la primera persona con título de educación superior/universitaria en mi familia","Ciudad de Buenos Aires","Soy estudiante de posdoctorado","","","","","","","","","","","","","","","","","","","","","","","Beca AGENCIA","Realizando un 2do posdoctorado","No quiero ingresar a carrera científica en el área de las neurociencias.","Considero la posibilidad de ingresar a carrera científica en un área distinta.","Ingresar a carrera científica en un área distinta;Docencia","","","Amigues/familiares que no pertenecen al ámbito científico.;Amigues/familiares  que pertenecen al ámbito científico.;Investigadores/directores del laboratorio.","Sensaciones encontradas. Por un lado, disfrutar este trabajo más que otros, pero ver las condiciones laborales y todo el esfuerzo que implica por un sueldo que es bajo, uno se replantea si seguir en el ámbito o no."
"2022/09/07 3:38:23 PM GMT-3","No, no soy estudiante de grado/doctorado/posdoctorado.","46","Soy mujer cis","No corresponde ninguna de las opciones anteriores","CABA","Soy investigador/a/e independiente","Sí","1","1","No","La difusión creo que mejoró y el hecho de que dos veces al año se publique la bolsa de proyectos para tesis de licenciatura creo que mejora mucho el intercambio con estudiante de grado. También las páginas donde se publicitan las becas de doctorado disponibles y las comunicaciones de conicet también ayudan. Veo, en los/las estudiantes en general, sobre todo en los/las potenciales estudiantes de doctorado, menos interés/pasión por la ciencia y mayor duda en emprender una carrera de doctorado. También observo en ciertos casos menos compromiso con el trabajo experimental en los últimos años. ","","","","","","","","","","","","","","","","","","","","","","","","","Amigues/familiares que no pertenecen al ámbito científico.;Amigues/familiares  que pertenecen al ámbito científico.;Estudiantes del laboratorio.;Investigadores/directores del laboratorio.;Investigadores/profesores que no pertenecen al laboratorio en el que trabajo.","A veces cansancio"
"2022/09/07 3:55:49 PM GMT-3","No, no soy estudiante de grado/doctorado/posdoctorado.","48","Soy varón cis","No corresponde ninguna de las opciones anteriores","CABA","Soy investigador/a/e asistente o adjunto","Sí","Entre 2 y 4 entrevistas","Ninguna, no encontré el perfil adecuado","Sí","Es mas facil distribuir la informacion sobre las busquedas, sin embargo no hay tanto interes, sumado ha que ha crecido el numero de laboratorios con propuestas interesantes. Si es preocupante, dado que para que un laboratorio funcione correctamente es imperativo que estudiantes participen. ","","","","","","","","","","","","","","","","","","","","","","","","","Amigues/familiares  que pertenecen al ámbito científico.;Investigadores/directores del laboratorio.;Investigadores/profesores que no pertenecen al laboratorio en el que trabajo.","En un pais como Argentina donde el sistema cientifico depende tanto de los humores de los politicos siempre es estresante pensar en el futuro profesional."
"2022/09/07 3:57:51 PM GMT-3","No, no soy estudiante de grado/doctorado/posdoctorado.","37","Soy mujer cis","No corresponde ninguna de las opciones anteriores","CABA","Soy investigador/a/e asistente o adjunto","No","No publiqué ninguna búsqueda","No publiqué ninguna búsqueda","Sí","Sí parece mas dificil difundir búsquedas (antes las carteleras de la facultad funcionaban bien pero con la pandemia ya nadie las lee o pega carteles ahi). 

Siento más competencia. Otras posibilidades laborales tienen mejores condiciones de trabajo y mejores ingresos y las personas no tienen que lidiar con el manejo de las frustraciones que les genera trabajar en un ambiente hostil con bajos recursos o la falta de resultados. Terminan la jornada laboral y a otra cosa. Todo eso desmotiva para postularse para una beca e incluso en aquellos que ya tienen una tienen que ""remarla en dulce de leche"" para sacar adelante un experimento cuando faltan reactivos o las condiciones de trabajo son pobres (mala infraestructura por ejemplo).

Sí, me preocupa mucho.   ","","","","","","","","","","","","","","","","","","","","","","","","","Con familiares que no pertenecen al ámbito científico, con estudiantes del laboratorio, con investigadores del laboratorio que pertenecen y no pertenecen al laboratorio en el que trabajo. ","ansiedad "
"2022/09/07 4:14:12 PM GMT-3","No, no soy estudiante de grado/doctorado/posdoctorado.","48","Soy varón cis","No corresponde ninguna de las opciones anteriores","caba","Soy investigador/a/e independiente","Sí","Entre 2 y 4 entrevistas","1","Sí","Esta justo en pn roceso luego de la pandemia, pero la primera impresion es que hubo una disminucion respecto a llamados anteriores","","","","","","","","","","","","","","","","","","","","","","","","","Investigadores/directores del laboratorio.;Investigadores/profesores que no pertenecen al laboratorio en el que trabajo.","incertidumbre "
"2022/09/07 4:37:30 PM GMT-3","No, soy estudiante pero no puedo asistir.","24","Soy varón cis","No corresponde ninguna de las opciones anteriores","CABA","Soy estudiante de grado","","","","","","Licenciatura en Psicología, UBA","Sí, y percibo alguna remuneración económica (Ej., beca CIN)","Menos de 1 año","No, ingresé únicamente por interés personal.","Tengo muchas intenciones de hacer un doctorado en el área de las neurociencias.","","","Sí, pero no tuve una oferta de trabajo concreta.","Haría un doctorado en Argentina, en la misma ciudad en la que resido actualmente.","","","","","","","","","","","","","","","","Amigues/familiares que no pertenecen al ámbito científico.;Amigues/familiares  que pertenecen al ámbito científico.;Estudiantes del laboratorio.;Investigadores/profesores que no pertenecen al laboratorio en el que trabajo.","Bastante ansiedad debido al limitado acceso a becas o cargos rentados, tanto con respecto al proceso de aplicación en sí como a la posibilidad de obtener uno. Tener que cambiar de grupo de trabajo es también algo bastante ansiógeno. Igualmente, considero que el trabajo y el aprendizaje que es posible durante el doctorado vale la pena."
"2022/09/07 4:41:19 PM GMT-3","Sí","39","Mi género es no binario","Pertenezco a la comunidad LGBTIQ+","CABA","Soy estudiante de grado","","","","","","Psicológia","No trabajo en ningún laboratorio","No estoy trabajando en un laboratorio en el área de las neurociencias.","No estoy trabajando en un laboratorio en el área de las neurociencias.","Tengo muchas intenciones de hacer un doctorado en el área de las neurociencias.","","","Sí, pero no tuve una oferta de trabajo concreta.","Haría un doctorado en Argentina, en la misma ciudad en la que resido actualmente.","","","","","","","","","","","","","","","","Amigues/familiares que no pertenecen al ámbito científico.","Entusiasmo"
"2022/09/07 4:57:28 PM GMT-3","Probablemente sí","26","Soy varón cis","Soy la primera persona con título de educación superior/universitaria en mi familia","CABA","Soy estudiante de doctorado","","","","","","","","","","","","","","","Biología, UBA","Beca AGENCIA","Comenzando (primer o segundo año)","Tengo algunas intenciones de hacer un posdoctorado en el área de las neurociencias.","","","","","","","","","","","","No hablo con frecuencia sobre proyectos profesionales futuros.;Amigues/familiares que no pertenecen al ámbito científico.;Amigues/familiares  que pertenecen al ámbito científico.","Por ahora no lo hablo, falta mucho"
"2022/09/07 5:01:37 PM GMT-3","Probablemente sí","35","Soy varón cis","No corresponde ninguna de las opciones anteriores","CABA","Soy estudiante de doctorado","","","","","","","","","","","","","","","Biología, UBA","Beca CONICET","4to año","Tengo algunas intenciones de hacer un posdoctorado en el área de las neurociencias.","","","","","","","","","","","","Amigues/familiares que no pertenecen al ámbito científico.;Amigues/familiares  que pertenecen al ámbito científico.;Estudiantes del laboratorio.;Investigadores/directores del laboratorio.","Es algo angustiante"
"2022/09/07 5:29:05 PM GMT-3","Sí","24","Soy mujer cis","No corresponde ninguna de las opciones anteriores","Buenos Aires","Soy investigador/a/e independiente","No","No publiqué ninguna búsqueda","No publiqué ninguna búsqueda","Sí","Veo mas estudiantes interesadxs por la investigación","","","","","","","","","","","","","","","","","","","","","","","","","Amigues/familiares que no pertenecen al ámbito científico.;Amigues/familiares  que pertenecen al ámbito científico.;Investigadores/directores del laboratorio.;Investigadores/profesores que no pertenecen al laboratorio en el que trabajo.","Incertidumbre"
"2022/09/07 5:49:32 PM GMT-3","Sí","27","Soy mujer cis","Soy la primera persona con título de educación superior/universitaria en mi familia;Pertenezco a la comunidad LGBTIQ+","CABA","Soy estudiante de doctorado","","","","","","","","","","","","","","","Biología, UBA","Beca CONICET","Comenzando (primer o segundo año)","Tengo algunas intenciones de hacer un posdoctorado en el área de las neurociencias.","","","","","","","","","","","","Amigues/familiares que no pertenecen al ámbito científico.;Amigues/familiares  que pertenecen al ámbito científico.;Estudiantes del laboratorio.","Ansiedad, miedo"
"2022/09/07 5:56:57 PM GMT-3","No, no soy estudiante de grado/doctorado/posdoctorado.","41","Soy mujer cis","No corresponde ninguna de las opciones anteriores","Gran Buenos Aires","Soy investigador/a/e asistente o adjunto","No","No publiqué ninguna búsqueda","No publiqué ninguna búsqueda","Sí","Por el momento no estoy buscando","","","","","","","","","","","","","","","","","","","","","","","","","Investigadores/directores del laboratorio.","Incertidumbre "
"2022/09/07 6:29:27 PM GMT-3","No, no soy estudiante de grado/doctorado/posdoctorado.","52","Soy mujer cis","No corresponde ninguna de las opciones anteriores","Bariloche / Río Negro","Soy investigador/a/e principal o superior","No","No publiqué ninguna búsqueda","No publiqué ninguna búsqueda","Sí","Me contactan estudiantes que conozco a través de mis actividades docentes, o gente que conoce mi trabajo de charlas o publicaciones. Me contacta más gente de la que puedo tomar. ","","","","","","","","","","","","","","","","","","","","","","","","","Amigues/familiares que no pertenecen al ámbito científico.;Amigues/familiares  que pertenecen al ámbito científico.;Estudiantes del laboratorio.;Investigadores/directores del laboratorio.;Investigadores/profesores que no pertenecen al laboratorio en el que trabajo.","Me parece que seleccionar estudiantes es difícil, pero no me angustio particularmente por ello. Trato de tomármelo en serio, pero entiendo también que no siempre sale como creí que iba a salir, y trato de sacar lo mejor de la situación en que nos encontramos. Suelo primero tomar gente para proyectos cortos (licenciatura o maestría) y solo si ambes nos sentimos a gusto, encaramos un doctorado. "
"2022/09/07 6:55:04 PM GMT-3","No, soy estudiante pero no puedo asistir.","41","Soy varón cis","No corresponde ninguna de las opciones anteriores","CABA ","Soy investigador/a/e asistente o adjunto","No","No publiqué ninguna búsqueda","No publiqué ninguna búsqueda","No","Disminuyó muchísimo el número de estudiantes que escriben al lab para hacer un doctorado o tesina. Aún cuando otros integrantes del lab han publicado en redes sociales la búsqueda ","","","","","","","","","","","","","","","","","","","","","","","","","Amigues/familiares que no pertenecen al ámbito científico.;Amigues/familiares  que pertenecen al ámbito científico.;Estudiantes del laboratorio.;Investigadores/directores del laboratorio.;Investigadores/profesores que no pertenecen al laboratorio en el que trabajo.","Incertidumbre "
"2022/09/07 7:22:04 PM GMT-3","Sí","26","Soy mujer cis","Pertenezco a la comunidad LGBTIQ+;Tengo una dificultad o limitación sensorial o comunicacional","CABA","Soy estudiante de doctorado","","","","","","","","","","","","","","","Biología, UBA","Beca CONICET","Comenzando (primer o segundo año)","Tengo muchas intenciones de hacer un posdoctorado en el área de las neurociencias.","","","Sí, pero no me convencieron tanto como la opción de realizar un posdoctorado en el área de las neurociencias.","Quiero hacer un posdoctorado en el exterior pero aún no tengo ofertas seguras.","","","","","","","","Amigues/familiares que no pertenecen al ámbito científico.;Estudiantes del laboratorio.","Por un lado me despierta emoción, me gusta mucho lo que hago y continuaría investigando  en el área de neurociencias o en otra área de la biología (también me interesa la ecología), siempre fui muy apasionada por la ciencia. Pero por otro me da incertidumbre, al conversar con otras personas en otros estadíos de la carrera (postdoctorandos, o gente que se doctoró recientemente y se fue al ámbito privado), por eso la opción de querer realizar mi próxima etapa en el exterior (lo cual no es garantía, pero siento que sería mejor posibilidad y abre a temas que quizá no existan acá o una estabilidad económica mayor). Todavía no lo pienso tan concretamente porque estoy en mis primeros años de doctorado, por tanto no tengo la angustia de perder la beca y pensar qué hago después. Pero imagino que debe ser una situación muy estresante llegado el momento, por lo que he visto y oído."
"2022/09/07 7:37:45 PM GMT-3","No, no soy estudiante de grado/doctorado/posdoctorado.","57","Soy varón cis","No corresponde ninguna de las opciones anteriores","CABA","Soy investigador/a/e principal o superior","Sí","Más de 4 entrevistas","Entre 2 y 4","Sí","Claramente cuesta más. Y obviamente me preocupa.","","","","","","","","","","","","","","","","","","","","","","","","","Investigadores/directores del laboratorio.;Investigadores/profesores que no pertenecen al laboratorio en el que trabajo.","Zozobra, pero también la idea de seguir cierta línea profesional."
"2022/09/08 9:08:48 AM GMT-3","No, soy estudiante pero no puedo asistir.","44","Soy mujer cis","No corresponde ninguna de las opciones anteriores","Buenos Aires","Soy estudiante de posdoctorado","","","","","","","","","","","","","","","","","","","","","","","No tengo beca","0-30%","Quiero ingresar a carrera científica en el área de las neurociencias.","","","No","Continuaría mi carrera científica en Argentina, considero la opción de mudarme a otra ciudad.","Amigues/familiares que no pertenecen al ámbito científico.;Amigues/familiares  que pertenecen al ámbito científico.;Investigadores/directores del laboratorio.;Investigadores/profesores que no pertenecen al laboratorio en el que trabajo.","Mucha expectativa positiva"
"2022/09/08 9:40:39 AM GMT-3","Probablemente sí","27","Soy mujer cis","Soy la primera persona con título de educación superior/universitaria en mi familia;Pertenezco a la comunidad LGBTIQ+","CABA","Soy estudiante de doctorado","","","","","","","","","","","","","","","Neurociencias, UNC","Beca CONICET","4to año","Tengo algunas intenciones de hacer un posdoctorado en el área de las neurociencias.","","","","","","","","","","","","Amigues/familiares que no pertenecen al ámbito científico.;Amigues/familiares  que pertenecen al ámbito científico.;Estudiantes del laboratorio.;Investigadores/directores del laboratorio.","Miedo, incertidumbre, confusion"
"2022/09/08 9:46:13 AM GMT-3","Probablemente sí","30","Soy varón cis","No corresponde ninguna de las opciones anteriores","CABA","Soy estudiante de doctorado","","","","","","","","","","","","","","","Biología, UBA ","Beca CONICET","Comenzando (primer o segundo año)","Tengo muchas intenciones de hacer un posdoctorado en el área de las neurociencias.","","","Sí, pero no me convencieron tanto como la opción de realizar un posdoctorado en el área de las neurociencias.","Haría un posdoctorado en Argentina, en la misma ciudad en la que resido actualmente.","","","","","","","","Amigues/familiares  que pertenecen al ámbito científico.;Estudiantes del laboratorio.;Investigadores/directores del laboratorio.","Recién estoy comenzando el doctorado pero a la decisión de hacerlo le dediqué tiempo ya que no quería simplemente seguir el camino ""establecido"" sin pensar en qué era lo que realmente quería. Finalmente decidí que quería investigar y por suerte no me arrepiento."
"2022/09/08 11:02:15 AM GMT-3","Sí","30","Soy mujer cis","Soy la primera persona con título de educación superior/universitaria en mi familia","CABA","Soy estudiante de doctorado","","","","","","","","","","","","","","","Biología, UBA","Beca CONICET","+ 5 años, estoy cerca de defender la tesis (dentro del próximo año)","Quiero hacer un posdoctorado en el área de las neurociencias.","","","No","Quiero hacer un posdoctorado en el exterior pero aún no tengo ofertas seguras.","","","","","","","","Amigues/familiares  que pertenecen al ámbito científico.;Estudiantes del laboratorio.;Investigadores/directores del laboratorio.","ansiedad
"
"2022/09/08 2:21:28 PM GMT-3","No, no soy estudiante de grado/doctorado/posdoctorado.","58","Soy varón cis","No corresponde ninguna de las opciones anteriores","Vicente López, Buenos Aires","Soy investigador/a/e independiente","Sí","Entre 2 y 4 entrevistas","1","Sí","Disminuyó notoriamente desde hace más de 10 años. Difundir las búsquedas es fácil, porque hay varios canales. Lo difícil es encontrar candidatos que se ajusten al perfil buscado. Creo que es un problema multifactorial: hay menos graduados que deciden dedicarse a la carrera académica, y por otro lado aumentó el número de investigadores con líneas propias en la Argentina, además me parece que en la actualidad es mayor el número de graduados que se van al extranjero. Es un asunto que me viene preocupando mucho desde hace varios años.","","","","","","","","","","","","","","","","","","","","","","","","","Por el momento de mi carrera en el que estoy creo que esta pregunta no aplica","Me encuentro en un momento de mi carrera en el cual no tengo que tomar este tipo de decisiones"
"2022/09/08 2:34:58 PM GMT-3","No, soy estudiante pero no me interesa la actividad.","25","Soy mujer cis","No corresponde ninguna de las opciones anteriores","Berazategui, Buenos Aires","Soy estudiante de doctorado","","","","","","","","","","","","","","","Ingeniería, ITBA (Instituto Tecnológico de Buenos Aires)","Beca CONICET","Comenzando (primer o segundo año)","Tengo algunas intenciones de hacer un posdoctorado en el área de las neurociencias.","","","","","","","","","","","","Amigues/familiares que no pertenecen al ámbito científico.;Amigues/familiares  que pertenecen al ámbito científico.;Estudiantes del laboratorio.;Investigadores/directores del laboratorio.;Investigadores/profesores que no pertenecen al laboratorio en el que trabajo.","ansiedad, nervios, preocupación"
"2022/09/09 9:39:43 AM GMT-3","No, no soy estudiante de grado/doctorado/posdoctorado.","41","Soy varón cis","No corresponde ninguna de las opciones anteriores","CABA","Soy investigador/a/e asistente o adjunto","Sí","Entre 2 y 4 entrevistas","Entre 2 y 4","Sí","Hace poco que realizo búsquedas de este tipo, pero pensaba que iba a haber más estudiantes interesados y que iba a tener que hacer selecciones más complejas,. Por ahora se ha presentado muy poca gente con intereses en mis líneas de trabajo, pero al mismo tiempo he conseguido gente para llevar adelante varios proyectos. ","","","","","","","","","","","","","","","","","","","","","","","","","Amigues/familiares que no pertenecen al ámbito científico.;Amigues/familiares  que pertenecen al ámbito científico.;Investigadores/directores del laboratorio.;Investigadores/profesores que no pertenecen al laboratorio en el que trabajo.","Hay un cierto grado de ansiedad ante las incertidumbres, pero en términos generales he tomado las decisiones sobre mi carrera con bastante alegría y disfrutándolas."
"2022/09/09 10:07:04 AM GMT-3","No, no soy estudiante de grado/doctorado/posdoctorado.","58","Prefiero no responder esta pregunta","Soy la primera persona con título de educación superior/universitaria en mi familia;Me reconozco indígena o descendiente de pueblos indígenas u originarios","CABA","Soy investigador/a/e independiente","Sí","Entre 2 y 4 entrevistas","Entre 2 y 4","Sí","decayo muchisimo","","","","","","","","","","","","","","","","","","","","","","","","","Amigues/familiares  que pertenecen al ámbito científico.;Estudiantes del laboratorio.;Investigadores/directores del laboratorio.;Investigadores/profesores que no pertenecen al laboratorio en el que trabajo.","?"
"2022/09/09 11:17:46 AM GMT-3","No, soy estudiante pero no puedo asistir.","27","Soy mujer cis","No corresponde ninguna de las opciones anteriores","CABA","Soy estudiante de doctorado","","","","","","","","","","","","","","","Biología, UBA","Beca CONICET","Más o menos en la mitad (tercer año)","Quiero hacer un posdoctorado en el área de las neurociencias.","","","No","Quiero hacer un posdoctorado en el exterior pero aún no tengo ofertas seguras.","","","","","","","","No hablo con frecuencia sobre proyectos profesionales futuros.","Aún falta, pero me genera ilusión"
"2022/09/09 12:18:20 PM GMT-3","Probablemente sí","20","Soy mujer cis","No corresponde ninguna de las opciones anteriores","CABA","Soy estudiante de grado","","","","","","Licenciatura en Psicología, Universidad Favaloro","Sí, trabajo ad honorem","Menos de 1 año","No, ingresé únicamente por interés personal.","Tengo muchas intenciones de hacer un doctorado en el área de las neurociencias.","","","Sí, pero no tuve una oferta de trabajo concreta.","Quiero hacer un doctorado en el exterior pero aún no tengo ofertas seguras.","","","","","","","","","","","","","","","","Amigues/familiares que no pertenecen al ámbito científico.;Amigues/familiares  que pertenecen al ámbito científico.;Investigadores/directores del laboratorio.","Si bien en mi caso todavía falta para recibirme, es una decisión que me genera incertidumbre, sobre todo en el plano económico, pero también dado que mi formación no es en ciencias exactas"
"2022/09/09 2:11:21 PM GMT-3","No, soy estudiante pero no puedo asistir.","27","Prefiero no responder esta pregunta","Soy la primera persona con título de educación superior/universitaria en mi familia","Buenos Aires","Soy estudiante de doctorado","","","","","","","","","","","","","","","Psicología, UBA","Beca CONICET","Comenzando (primer o segundo año)","Tengo muchas intenciones de hacer un posdoctorado en el área de las neurociencias.","","","Sí, pero no me convencieron tanto como la opción de realizar un posdoctorado en el área de las neurociencias.","Haría un posdoctorado en Argentina, en la misma ciudad en la que resido actualmente.","","","","","","","","Amigues/familiares que no pertenecen al ámbito científico.;Amigues/familiares  que pertenecen al ámbito científico.;Estudiantes del laboratorio.;Investigadores/directores del laboratorio.","Ansiedad"
"2022/09/09 3:42:01 PM GMT-3","No, no soy estudiante de grado/doctorado/posdoctorado.","44","Soy mujer cis","No corresponde ninguna de las opciones anteriores","Caba","Soy investigador/a/e asistente o adjunto","Sí","Entre 2 y 4 entrevistas","1","Sí","En general me contacta menos gente que hace unos años, y con un perfil más heterogéneo, que muchas veces no se ajusta a lo que estoy buscando. También noto que les estudiantes tienen muchas opciones de laboratorios y de alternativas laborales. ","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2022/09/12 7:59:49 AM GMT-3","No, no soy estudiante de grado/doctorado/posdoctorado.","42","Soy mujer cis","No corresponde ninguna de las opciones anteriores","Buenos Aires y CABA","Soy investigador/a/e asistente o adjunto","No","No publiqué ninguna búsqueda","No publiqué ninguna búsqueda","Sí","Hasta ahora no tuve nunca necesidad de publicar porque siempre se presentan alumnes interesades (principalmente, de otras universidades). Por el momento no me preocupa pero sé que está complicado😕","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2022/09/12 2:59:09 PM GMT-3","No, soy estudiante pero no puedo asistir.","33","Soy varón cis","Pertenezco a la comunidad LGBTIQ+","CABA","Soy estudiante de doctorado","","","","","","","","","","","","","","","Cs. Biológicas, UBA","Beca CONICET","Más o menos en la mitad (tercer año)","Tengo algunas intenciones de hacer un posdoctorado en el área de las neurociencias.","","","","","","","","","","","","Amigues/familiares  que pertenecen al ámbito científico.;Estudiantes del laboratorio.;Investigadores/directores del laboratorio.","ansiedad, incertidumbre"
"2022/09/12 3:38:26 PM GMT-3","Probablemente sí","33","Soy varón cis","No corresponde ninguna de las opciones anteriores","CABA","Soy estudiante de doctorado","","","","","","","","","","","","","","","Biología, UBA","Beca CONICET","+ 5 años, estoy cerca de defender la tesis (dentro del próximo año)","No quiero hacer un posdoctorado  en el área de las neurociencias.","No quiero/puedo/me interesa seguir una carrera científica por motivos personales.","Análisis de datos / programación;Tareas científicas en industrias;Tareas científicas en centros relacionados a la salud (Ej., análisis clínicos, genética, fertilidad)","","","","","","","","","","Amigues/familiares que no pertenecen al ámbito científico.;Amigues/familiares  que pertenecen al ámbito científico.","-"
"2022/09/12 3:54:39 PM GMT-3","No, soy estudiante pero no me interesa la actividad.","30","Soy varón cis","No corresponde ninguna de las opciones anteriores","CABA","Soy estudiante de doctorado","","","","","","","","","","","","","","","Física, UBA","Beca CONICET","5to año, tengo opción de pedir prórroga y la voy a tomar","Tengo algunas intenciones de hacer un posdoctorado en el área de las neurociencias.","","","","","","","","","","","","Amigues/familiares que no pertenecen al ámbito científico.;Amigues/familiares  que pertenecen al ámbito científico.;Estudiantes del laboratorio.;Investigadores/directores del laboratorio.","La gran incertidumbre genera preocupaciones, que inducen estrés."
"2022/09/13 2:07:52 PM GMT-3","Probablemente sí","37","Soy varón cis","No corresponde ninguna de las opciones anteriores","CABA","Soy estudiante de doctorado","","","","","","","","","","","","","","","UBA","Beca CONICET","5to año, tengo opción de pedir prórroga y la voy a tomar","Tengo pocas intenciones de hacer un posdoctorado en el área de las neurociencias.","No quiero/puedo/me interesa seguir una carrera científica por motivos económicos.;No quiero/puedo/me interesa seguir una carrera científica por motivos relacionados al sistema científico actual.","Comunicación científica;Análisis de datos / programación;Tareas científicas en industrias;Startups científicas","","","","","","","","","","Amigues/familiares  que pertenecen al ámbito científico.;Estudiantes del laboratorio.;Investigadores/directores del laboratorio.","Ansiedad, incertidumbre"
"2022/09/13 2:34:28 PM GMT-3","No, no soy estudiante de grado/doctorado/posdoctorado.","36","Soy mujer cis","No corresponde ninguna de las opciones anteriores","Caba","Soy investigador/a/e asistente o adjunto","Sí","Ninguna","Ninguna, no se presentó nadie.","No","Cuesta mas buscar personas interesadas en participar en investigación ","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2022/09/13 2:39:26 PM GMT-3","No, soy estudiante pero no me interesa la actividad.","30","Soy mujer cis","Pertenezco a la comunidad LGBTIQ+","CABA","Soy estudiante de doctorado","","","","","","","","","","","","","","","Doctora de la UBA, FFyB","Otro tipo de beca no CONICET","5to año, no tengo opción de pedir prórroga // tengo opción de pedir prórroga pero no la voy a tomar","No quiero hacer un posdoctorado  en el área de las neurociencias.","No quiero/puedo/me interesa seguir una carrera científica por motivos relacionados al sistema científico actual.","Docencia;Análisis de datos / programación;Startups científicas","","","","","","","","","","Amigues/familiares que no pertenecen al ámbito científico.;Amigues/familiares  que pertenecen al ámbito científico.;Investigadores/profesores que no pertenecen al laboratorio en el que trabajo.","Hablando con muchxs estudiantxs de doctorado siento que todes estamos pasando por algo similar; o no nos convence la carrera de investigadxr o estamos disconformes con la manera de manejarse de nuestros directores, y por eso nos vamos del sistema científico. Creo que falta capacitación para que los investigadores sepan dirigir, y seguimiento para asegurarse de que les estudiantes no queden tan abandonados. 
Además de todo, creo que la calidad de la investigación es bastante mala porque los planes de trabajo están mal desarrollados."
"2022/09/13 2:52:21 PM GMT-3","No, no soy estudiante de grado/doctorado/posdoctorado.","36","Soy varón cis","No corresponde ninguna de las opciones anteriores","CABA","Soy investigador/a/e asistente o adjunto","No","No publiqué ninguna búsqueda","No publiqué ninguna búsqueda","No","No hice búsqueda, no se contactó nadie tampoco. Me gustaría que poder contactar a alguien pronto","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2022/09/13 2:54:46 PM GMT-3","No, no soy estudiante de grado/doctorado/posdoctorado."," 52","Soy varón cis","No corresponde ninguna de las opciones anteriores","Caba","Soy investigador/a/e independiente","Sí","1","Ninguna, no encontré el perfil adecuado","No","Muy dificil encontrar candidatos con perfiles adecuados","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2022/09/13 2:58:39 PM GMT-3","Sí","28","Soy varón cis","Soy la primera persona con título de educación superior/universitaria en mi familia","CABA ","Soy estudiante de doctorado","","","","","","","","","","","","","","","UBA","Beca CONICET","Más o menos en la mitad (tercer año)","Quiero hacer un posdoctorado en el área de las neurociencias.","","","Sí, pero no me convencieron tanto como la opción de realizar un posdoctorado en el área de las neurociencias.","Quiero hacer un posdoctorado en el exterior pero aún no tengo ofertas seguras.","","","","","","","","Amigues/familiares que no pertenecen al ámbito científico.;Amigues/familiares  que pertenecen al ámbito científico.;Estudiantes del laboratorio.;Investigadores/directores del laboratorio.","Ansiedad "
